,cars_name,cars_brand,model,model_year,car_type,kms,owner,gasoliene_type,price,emi_per_month,zero_downpayment
114,Maruti Alto K10,Maruti,VXI ,2012,Manual,"27,650",2nd,Petrol,"2,20,999","4,916/month",Zero downpayment
115,Maruti Dzire,Maruti,VXI ,2019,Manual,"5,788",2nd,Petrol,"6,33,699","14,096/month",Zero downpayment
116,Honda Jazz,Honda,1.2 SV MT ,2016,Manual,"64,421",1st,Petrol,"4,20,299","9,349/month",Zero downpayment
117,Hyundai NEW SANTRO,Hyundai,SPORTZ 1.1 ,2018,Manual,"13,668",2nd,Petrol,"4,65,899","10,364/month",Zero downpayment
118,Maruti Swift,Maruti,ZXI ,2014,Manual,"46,387",2nd,Petrol,"4,13,699","9,203/month",Zero downpayment
119,Maruti Wagon R Stingray,Maruti,VXI ,2014,Manual,"53,306",1st,Petrol,"3,45,399","7,683/month",Zero downpayment
120,Renault Kwid,Renault,1.0 RXT Opt ,2020,Manual,"14,740",1st,Petrol,"4,05,699","9,025/month",Zero downpayment
121,Hyundai Elite i20,Hyundai,GNA 1.2 ,2015,Manual,"47,804",2nd,Petrol,"4,23,399","9,418/month",Zero downpayment
122,Hyundai Elite i20,Hyundai,GNA 1.2 ,2015,Manual,"61,799",2nd,Petrol,"4,25,299","9,461/month",Zero downpayment
123,Hyundai Grand i10,Hyundai,GNA 1.2 KAPPA VTVT ,2014,Manual,"73,877",1st,Petrol,"3,58,799","7,981/month",Zero downpayment
124,Hyundai Grand i10,Hyundai,SPORTS 1.2 VTVT ,2014,Manual,"41,654",1st,Petrol,"3,90,899","8,695/month",Zero downpayment
125,Hyundai NEW SANTRO,Hyundai,SPORTZ 1.1 ,2018,Manual,"12,673",1st,Petrol,"4,92,999","10,966/month",Zero downpayment
126,Maruti Alto K10,Maruti,LXI ,2013,Manual,"1,13,700",1st,Petrol,"2,21,999","4,938/month",Zero downpayment
127,Hyundai Grand i10,Hyundai,SPORTZ 1.2 KAPPA VTVT ,2014,Manual,"66,438",1st,Petrol,"3,82,499","8,508/month",Zero downpayment
128,Hyundai Elite i20,Hyundai,SPORTZ 1.2 ,2017,Manual,"31,602",2nd,Petrol,"5,19,099","11,547/month",Zero downpayment
129,Maruti Baleno,Maruti,DELTA 1.2 K12 ,2019,Manual,"17,973",1st,Petrol,"5,94,099","13,215/month",Zero downpayment
130,Maruti Alto K10,Maruti,VXI ,2012,Manual,"36,989",1st,Petrol,"2,24,899","5,003/month",Zero downpayment
131,Hyundai Eon,Hyundai,ERA PLUS ,2014,Manual,"22,343",1st,Petrol,"2,56,299","5,701/month",Zero downpayment
132,Maruti Wagon R 1.0,Maruti,LXI ,2014,Manual,"63,459",1st,Petrol,"2,83,599","6,309/month",Zero downpayment
133,Maruti Wagon R 1.0,Maruti,VXI ,2018,Manual,"26,371",1st,Petrol,"4,06,799","9,049/month",Zero downpayment
134,Maruti Wagon R 1.0,Maruti,VXI ,2012,Manual,"27,508",1st,Petrol,"2,95,499","6,573/month",Zero downpayment
135,Hyundai Grand i10,Hyundai,SPORTZ O 1.2 ,2018,Manual,"9,847",2nd,Petrol,"5,00,899","11,142/month",Zero downpayment
136,Hyundai Grand i10,Hyundai,STA 1.2 (O) VTVT ,2014,Manual,"67,993",1st,Petrol,"4,27,799","9,516/month",Zero downpayment
137,Hyundai Grand i10,Hyundai,STA 1.2 (O) VTVT ,2014,Manual,"34,645",1st,Petrol,"4,48,499","9,977/month",Zero downpayment
138,Hyundai Eon,Hyundai,ERA PLUS ,2014,Manual,"27,768",2nd,Petrol,"2,57,599","5,730/month",Zero downpayment
139,Maruti Wagon R 1.0,Maruti,VXI ,2018,Manual,"23,896",1st,Petrol,"4,29,899","9,563/month",Zero downpayment
140,Maruti Baleno,Maruti,DELTA 1.2 K12 ,2019,Manual,"2,829",1st,Petrol,"6,56,199","14,597/month",Zero downpayment
141,Maruti Baleno,Maruti,ZETA 1.2 K12 ,2017,Manual,"13,311",1st,Petrol,"5,91,799","13,164/month",Zero downpayment
142,Hyundai Grand i10,Hyundai,GNA 1.2 VTVT ,2018,Manual,"22,017",2nd,Petrol,"4,44,999","9,899/month",Zero downpayment
143,Renault Kwid,Renault,1.0 CLIMBER OPT AMT ,2020,Automatic,"10,796",1st,Petrol,"4,49,399","9,997/month",Zero downpayment
144,Maruti Alto K10,Maruti,VXI ,2018,Manual,"43,650",1st,Petrol,"3,15,199","7,011/month",Zero downpayment
145,Maruti Wagon R 1.0,Maruti,VXI ,2014,Manual,"35,834",1st,Petrol,"3,18,499","7,085/month",Zero downpayment
146,Maruti Alto K10,Maruti,VXI ,2013,Manual,"41,992",1st,Petrol,"2,29,999","5,116/month",Zero downpayment
147,Maruti Alto 800,Maruti,LXI ,2014,Manual,"1,37,199",1st,Petrol,"2,33,599","5,196/month",Zero downpayment
148,Maruti Wagon R 1.0,Maruti,VXI ,2014,Manual,"37,944",1st,Petrol,"3,16,799","7,047/month",Zero downpayment
149,Maruti Baleno,Maruti,LPHA 1.2 K12 ,2017,Manual,"26,028",1st,Petrol,"6,34,799","14,121/month",Zero downpayment
150,Hyundai Grand i10,Hyundai,STA 1.2 VTVT ,2018,Manual,"22,094",1st,Petrol,"5,63,099","12,526/month",Zero downpayment
151,Maruti Wagon R 1.0,Maruti,VXI ,2015,Manual,"53,124",1st,Petrol,"3,18,799","7,092/month",Zero downpayment
152,Maruti Wagon R 1.0,Maruti,VXI ,2018,Manual,"32,472",1st,Petrol,"4,28,899","9,541/month",Zero downpayment
153,Hyundai Eon,Hyundai,GNA PLUS ,2015,Manual,"62,307",2nd,Petrol,"2,38,799","5,312/month",Zero downpayment
154,Hyundai NEW SANTRO,Hyundai,SPORTZ 1.1 ,2019,Manual,"2,096",1st,Petrol,"5,08,099","11,302/month",Zero downpayment
155,Hyundai NEW SANTRO,Hyundai,STA 1.1 MT ,2019,Manual,"3,616",1st,Petrol,"4,99,999","11,122/month",Zero downpayment
156,Maruti S PRESSO,Maruti,VXI PLUS ,2019,Manual,"21,938",1st,Petrol,"4,36,199","9,703/month",Zero downpayment
157,Maruti Alto K10,Maruti,VXI ,2014,Manual,"78,038",1st,Petrol,"2,30,299","5,123/month",Zero downpayment
158,Maruti Wagon R 1.0,Maruti,VXI ,2014,Manual,"33,309",1st,Petrol,"3,29,699","7,334/month",Zero downpayment
